country,SDR,SDR
subject,CCUSMA02,CCUSSP01
measure,ST,ST
unit,Special Drawing Rights,Special Drawing Rights
powercode,Units,Units
reference_period,,
time,,
1957-01,1.0,
1957-02,1.0,
1957-03,1.0,
1957-04,1.0,
1957-05,1.0,
1957-06,1.0,
1957-07,1.0,
1957-08,1.0,
1957-09,1.0,
1957-10,1.0,
1957-11,1.0,
1957-12,1.0,
1958-01,1.0,
1958-02,1.0,
1958-03,1.0,
1958-04,1.0,
1958-05,1.0,
1958-06,1.0,
1958-07,1.0,
1958-08,1.0,
1958-09,1.0,
1958-10,1.0,
1958-11,1.0,
1958-12,1.0,
1959-01,1.0,
1959-02,1.0,
1959-03,1.0,
1959-04,1.0,
1959-05,1.0,
1959-06,1.0,
1959-07,1.0,
1959-08,1.0,
1959-09,1.0,
1959-10,1.0,
1959-11,1.0,
1959-12,1.0,
1960-01,1.0,
1960-02,1.0,
1960-03,1.0,
1960-04,1.0,
1960-05,1.0,
1960-06,1.0,
1960-07,1.0,
1960-08,1.0,
1960-09,1.0,
1960-10,1.0,
1960-11,1.0,
1960-12,1.0,
1961-01,1.0,
1961-02,1.0,
1961-03,1.0,
1961-04,1.0,
1961-05,1.0,
1961-06,1.0,
1961-07,1.0,
1961-08,1.0,
1961-09,1.0,
1961-10,1.0,
1961-11,1.0,
1961-12,1.0,
1962-01,1.0,
1962-02,1.0,
1962-03,1.0,
1962-04,1.0,
1962-05,1.0,
1962-06,1.0,
1962-07,1.0,
1962-08,1.0,
1962-09,1.0,
1962-10,1.0,
1962-11,1.0,
1962-12,1.0,
1963-01,1.0,
1963-02,1.0,
1963-03,1.0,
1963-04,1.0,
1963-05,1.0,
1963-06,1.0,
1963-07,1.0,
1963-08,1.0,
1963-09,1.0,
1963-10,1.0,
1963-11,1.0,
1963-12,1.0,
1964-01,1.0,
1964-02,1.0,
1964-03,1.0,
1964-04,1.0,
1964-05,1.0,
1964-06,1.0,
1964-07,1.0,
1964-08,1.0,
1964-09,1.0,
1964-10,1.0,
1964-11,1.0,
1964-12,1.0,
1965-01,1.0,
1965-02,1.0,
1965-03,1.0,
1965-04,1.0,
1965-05,1.0,
1965-06,1.0,
1965-07,1.0,
1965-08,1.0,
1965-09,1.0,
1965-10,1.0,
1965-11,1.0,
1965-12,1.0,
1966-01,1.0,
1966-02,1.0,
1966-03,1.0,
1966-04,1.0,
1966-05,1.0,
1966-06,1.0,
1966-07,1.0,
1966-08,1.0,
1966-09,1.0,
1966-10,1.0,
1966-11,1.0,
1966-12,1.0,
1967-01,1.0,
1967-02,1.0,
1967-03,1.0,
1967-04,1.0,
1967-05,1.0,
1967-06,1.0,
1967-07,1.0,
1967-08,1.0,
1967-09,1.0,
1967-10,1.0,
1967-11,1.0,
1967-12,1.0,
1968-01,1.0,
1968-02,1.0,
1968-03,1.0,
1968-04,1.0,
1968-05,1.0,
1968-06,1.0,
1968-07,1.0,
1968-08,1.0,
1968-09,1.0,
1968-10,1.0,
1968-11,1.0,
1968-12,1.0,
1969-01,1.0,
1969-02,1.0,
1969-03,1.0,
1969-04,1.0,
1969-05,1.0,
1969-06,1.0,
1969-07,1.0,
1969-08,1.0,
1969-09,1.0,
1969-10,1.0,
1969-11,1.0,
1969-12,1.0,
1970-01,1.0,
1970-02,1.0,
1970-03,1.0,
1970-04,1.0,
1970-05,1.0,
1970-06,1.0,
1970-07,1.0,
1970-08,1.0,
1970-09,1.0,
1970-10,1.0,
1970-11,1.0,
1970-12,1.0,
1971-01,1.0,
1971-02,1.0,
1971-03,1.0,
1971-04,1.0,
1971-05,1.0,
1971-06,1.0,
1971-07,1.0,
1971-08,1.0,
1971-09,1.0,
1971-10,1.0,
1971-11,1.0,
1971-12,0.964880000001358,
1972-01,0.921050000000832,
1972-02,0.921050000000832,
1972-03,0.921050000000832,
1972-04,0.921050000000832,
1972-05,0.921050000000832,
1972-06,0.921050000000832,
1972-07,0.921050000000832,
1972-08,0.921050000000832,
1972-09,0.921050000000832,
1972-10,0.921050000000832,
1972-11,0.921050000000832,
1972-12,0.921050000000832,
1973-01,0.92110002040863,
1973-02,0.861235004663467,
1973-03,0.828999996185303,
1973-04,0.828999996185303,
1973-05,0.828999996185303,
1973-06,0.828999996185303,
1973-07,0.828999996185303,
1973-08,0.828999996185303,
1973-09,0.828999996185303,
1973-10,0.828999996185303,
1973-11,0.828999996185303,
1973-12,0.828995233490354,
1974-01,0.828999996185303,
1974-02,0.828999996185303,
1974-03,0.828999996185303,
1974-04,0.828999996185303,
1974-05,0.828999996185303,
1974-06,0.828999996185303,
1974-07,0.828286958777386,
1974-08,0.837604544379494,
1974-09,0.843709528446198,
1974-10,0.83863913235457,
1974-11,0.832352379957835,
1974-12,0.823786367069591,
1975-01,0.811478259770767,1.238896393
1975-02,0.803270000219345,1.260382402
1975-03,0.797680945623489,1.247473867
1975-04,0.805436353791844,1.241434106
1975-05,0.802195454185659,1.246820609
1975-06,0.802257140477498,1.236414893
1975-07,0.824182608853216,1.190986615
1975-08,0.839914285001301,1.186999978
1975-09,0.849159091711044,1.164266339
1975-10,0.849555552005768,1.185775439
1975-11,0.84804499745369,1.171015037
1975-12,0.854033333914621,1.170658614
1976-01,0.853057886424818,1.168743135
1976-02,0.854864996671677,1.168729476
1976-03,0.86386086370634,1.156323356
1976-04,0.867668181657791,1.150695021
1976-05,0.871485715820676,1.142308836
1976-06,0.874377275055105,1.146092399
1976-07,0.873140904036435,1.146933674
1976-08,0.870713643052361,1.150774473
1976-09,0.866772722114216,1.157085996
1976-10,0.865666661943708,1.154707745
1976-11,0.865495459599928,1.149821779
1976-12,0.863480951104845,1.161831513
1977-01,0.865234997868538,1.152325971
1977-02,0.866530001163483,1.156015908
1977-03,0.863895652086838,1.159164939
1977-04,0.861588882075416,1.162209594
