,id,name
0,IXOB,Index 2015=100
1,IXOBSA,"Index 2015=100, s.a."
2,NCML,"National currency, monthly level"
3,NCMLSA,"National currency, monthly level, s.a."
4,CXMLSA,"US Dollars, monthly level, s.a."
5,STSA,"Level, rate or national currency, s.a."
6,GPSA,"Growth rate previous period, s.a."
7,GYSA,"Growth rate same period previous year, s.a."
8,GY,Growth rate same period previous year
9,ST,"Level, rate or national currency"
10,GP,Growth rate previous period
11,QLSA,"Quarterly level, s.a."
12,CXML,"US Dollars, monthly level"
13,NCCU,"National currency, sum over component sub-periods"
14,CXCUSA,"US Dollars, sum over component sub-periods, s.a."
15,NCCUSA,"National currency, sum over component sub-periods s.a"
16,CXCU,"US Dollars, sum over component sub-periods"
17,IXNB,Index source base
18,IXEB,Index Eurostat base
19,IXNBSA,"Index source base, s.a."
