,id,name
0,NCMLSA,"National currency, monthly level, s.a."
1,CXMLSA,"US Dollars, monthly level, s.a."
2,IXOB,Index 2015=100
3,STSA,"Level, rate or national currency, s.a."
4,CXML,"US Dollars, monthly level"
5,IXOBSA,"Index 2015=100, s.a."
6,GPSA,"Growth rate previous period, s.a."
7,GYSA,"Growth rate same period previous year, s.a."
8,GP,Growth rate previous period
9,GY,Growth rate same period previous year
10,ST,"Level, rate or national currency"
11,QLSA,"Quarterly level, s.a."
12,CXCU,"US Dollars, sum over component sub-periods"
13,CXCUSA,"US Dollars, sum over component sub-periods, s.a."
14,NCML,"National currency, monthly level"
15,IXNB,Index source base
