,id,name
0,IXOB,Index 2015=100
1,IXOBSA,"Index 2015=100, s.a."
2,NCML,"National currency, monthly level"
3,NCMLSA,"National currency, monthly level, s.a."
4,CXMLSA,"US Dollars, monthly level, s.a."
5,STSA,"Level, rate or national currency, s.a."
6,GPSA,"Growth rate previous period, s.a."
7,GYSA,"Growth rate same period previous year, s.a."
8,GY,Growth rate same period previous year
9,ST,"Level, rate or national currency"
10,GP,Growth rate previous period
11,CXCU,"US Dollars, sum over component sub-periods"
12,CXCUSA,"US Dollars, sum over component sub-periods, s.a."
13,NCCU,"National currency, sum over component sub-periods"
14,NCCUSA,"National currency, sum over component sub-periods s.a"
15,CXML,"US Dollars, monthly level"
16,IXEBSA,"Index Eurostat base, s.a."
17,IXEB,Index Eurostat base
18,IXNB,Index source base
